COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM;LAT;LNG
0754476H;Lycée Polyvalent Guillaume Tirel;237 Boulevard Raspail;75014;Paris 14;48.8387393;2.3308641
0330028B;Lycée Polyvalent Gustave Eiffel;143 Crs Marne;33074;Bordeaux;44.837789;-0.57918
0922398G;Lycée Polyvalent Gustave Eiffel;78 Avenue Du Pdt Pompidou;92500;Rueil Malmaison;48.8715605;2.1940934
0940111K;Lycée Polyvalent Gustave Eiffel;61 Avenue Du President Wilson;94235;Cachan;48.789111;2.325304
0620256S;Lycée Polyvalent Guy Mollet;57 Rue Bocquet Flochel;62022;Arras;50.2800007;2.7946232
0380014J;Lycée Polyvalent Hector Berlioz;Place De L Europe;38260;La Cote St Andre;45.2002269;6.6710747
0772277G;Lycée Polyvalent Henri Becquerel;1 Bd Henri Rousselle;77370;Nangis;48.5518365;3.0076186
0261397C;Lycée Polyvalent Henri Laurens;Quartier Des Rioux;26241;St Vallier;0.0;0.0
0912251C;Lycée Polyvalent Henri Poincaré;36 Rue Leon Bourgeois;91122;Palaiseau;48.702946;2.2370181
0932120Z;Lycée Polyvalent Henri Sellier;73 Avenue Du Colonel Fabien;93190;Livry Gargan;48.9186434;2.5162221
0710042K;Lycée Polyvalent Henri Vincenot;Montee Saint Claude;71500;Louhans;46.623382;5.214177
0550008K;Lycée Polyvalent Henri Vogt;12 Rue Andre Malraux;55205;Commercy;48.7548233;5.5858673
0711422K;Lycée Polyvalent Hilaire De Chardonnet;1 Rue Henri Dunant;71321;Chalon Sur Saone;46.8024283;4.8663853
0210018F;Lycée Polyvalent Hippolyte Fontaine;20 Boulevard Voltaire;21033;Dijon;47.3181031;5.0511309
0771996B;Lycée Polyvalent Honore De Balzac;Avenue Paul Langevin;77290;Mitry Mory;48.9724391;2.6505336
0022044L;Lycée Polyvalent Hotelier;Passage Le Corbusier;02200;Soissons;49.376636;3.32342
0622807P;Lycée Polyvalent Hotelier;Avenue Du Chateau;62520;Le Touquet Paris Plage;50.516361;1.602514
9711066G;Lycée Polyvalent Hotelier Du Gosier;Saint-felix;97190;Le Gosier;0.0;0.0
0881664F;Lycée Polyvalent Hotelier J-b Simeon Chardin;32 Boulevard D'alsace;88407;Gerardmer;48.0732813;6.8764418
9720823M;Lycée Polyvalent Hotelier Nord Caraibes;Bellefontaine;97222;Bellefontaine;46.558079;6.068529
0641823J;Lycée Polyvalent Hotelier Tourisme;2 Rue F Jammes;64204;Biarritz;43.4623738;-1.5522272
0390033Z;Lycée Polyvalent Hyacinthe Friant;2 Rue Hyacinthe Friant;39801;Poligny;0.0;0.0
9710981P;Lycée Polyvalent Iles Du Nord;Marigot;97052;St Martin;18.0664178;-63.0872351
9830003L;Lycée Polyvalent J.garnier;65 Avenue James Cook;98849;Noumea;-22.2686289;166.4242812
0350048M;Lycée Polyvalent Jacques Cartier;31 Rue De La Balue;35403;St Malo;48.6280158;-2.0040075
0390013C;Lycée Polyvalent Jacques Duhamel;Rue Charles Laurent Thouverey;39107;Dole;47.09534;5.49081
0750428H;Lycée Polyvalent Jacques Monod;12 Rue Victor Cousin;75005;Paris 05;48.8476683;2.3423041
0301778V;Lycée Polyvalent Jacques Prevert;;30380;St Christol Les Ales;44.083566;4.077927
0110019L;Lycée Polyvalent Jacques Ruffie;Esplanade Francois Mitterand;11303;Limoux;43.0506812;2.2194271
0542293Z;Lycée Polyvalent Jacques-marie Boutet De Monvel;4 Rue Boutet De Monvel;54300;Luneville;48.5986914;6.4925295
0022042J;Lycée Polyvalent Jean Bouin;Rue Gaston Bachelard;02100;St Quentin;49.854359;3.30866
0750708M;Lycée Polyvalent Jean Drouant;20 Rue Mederic;75017;Paris 17;48.880936;2.3040609
0110012D;Lycée Polyvalent Jean Durand;Avenue Docteur Laennec;11493;Castelnaudary;43.3068767;1.9402732
0230051F;Lycée Polyvalent Jean Favard;27 Rte De Courtille;23003;Gueret;46.168088;1.8569052
0840015K;Lycée Polyvalent Jean Henri Fabre;Av Du Mont Ventoux;84208;Carpentras;44.0569097;5.0619963
9740979W;Lycée Polyvalent Jean Hinglo;2 Rue Des Sans Soucis;97825;Le Port;43.0154964;3.0609934
0170135E;Lycée Polyvalent Jean Hyppolite;Place Saint Exupery;17502;Jonzac;45.4414119;-0.4322947
0680001G;Lycée Polyvalent Jean Jacques Henner;20 Rue De Hirtzbach;68130;Altkirch;47.6153682;7.234954
0120025M;Lycée Polyvalent Jean Jaures;Avenue Jean Jaures;12401;St Affrique;43.9510528;2.8953583
0342066L;Lycée Polyvalent Jean Jaures;Avenue Saint Sauveur;34980;St Clement De Riviere;43.7098148;3.8323688
0921166T;Lycée Polyvalent Jean Jaures;280 Avenue Jean Jaures;92291;Chatenay Malabry;48.7677839;2.254895
0930121B;Lycée Polyvalent Jean Jaures;1 Rue Dombasle;93105;Montreuil;48.8636396;2.4491594
0941974K;Lycée Polyvalent Jean Jaures;9 Avenue Jean Jaures;94220;Charenton Le Pont;48.8247353;2.4126023
0950641F;Lycée Polyvalent Jean Jaures;25 Rue Charles Lecoq;95100;Argenteuil;48.9403527;2.225817
0660011D;Lycée Polyvalent Jean Lurcat;25 Avenue Albert Camus;66000;Perpignan;42.6918634;2.9063835
0753268V;Lycée Polyvalent Jean Lurcat;48 Avenue Des Gobelins;75013;Paris 13;48.8342909;2.3533682
0561698S;Lycée Polyvalent Jean Mace;Rue Jean-paul Sartre;56601;Lanester;47.765248;-3.344219
0340042L;Lycée Polyvalent Jean Mermoz;717 Avenue Jean Mermoz;34060;Montpellier;43.6109837;3.8901026
0680066C;Lycée Polyvalent Jean Mermoz;53 Rue Du Docteur Hurst;68300;St Louis;47.5793744;7.558521
0133288D;Lycée Polyvalent Jean Monnet;Bd Rhin Et Danube;13127;Vitrolles;43.424732;5.2717125
0160020K;Lycée Polyvalent Jean Monnet;66 Boulevard De Chatenay;16100;Cognac;45.701557;-0.3180834
0611148S;Lycée Polyvalent Jean Monnet;2 Rue Jean Monnet;61400;Mortagne Au Perche;48.5124382;0.5531263
0781839A;Lycée Polyvalent Jean Monnet;Place De L Europe;78940;La Queue Les Yvelines;48.8022064;1.7827586
0851400K;Lycée Polyvalent Jean Monnet;57 Rue De La Demoiselle;85500;Les Herbiers;46.8663273;-1.0202618
0951722F;Lycée Polyvalent Jean Monnet;Rue Jean Monnet;95131;Franconville;48.9919298;2.2151614
0271585B;Lycée Polyvalent Jean Moulin;Rue Du Marechal Foch;27700;Les Andelys;49.2492308;1.4406574
0492123S;Lycée Polyvalent Jean Moulin;1 Place Jean Moulin;49017;Angers;47.491678;-0.551624
0932118X;Lycée Polyvalent Jean Moulin;2 Avenue Charles De Gaulle;93150;Le Blanc Mesnil;48.9433914;2.4685539
0130053M;Lycée Polyvalent Jean Perrin;74 Rue Verdillon;13395;Marseille 10;43.2746696;5.4264973
0951104J;Lycée Polyvalent Jean Perrin;2 Rue Des Egalisses;95310;St Ouen L Aumone;49.0572645;2.1326835
0910975R;Lycée Polyvalent Jean Pierre Timbaud;4 Rue Henri Douard;91220;Bretigny Sur Orge;48.6109653;2.3129067
0330109P;Lycée Polyvalent Jean Renou;2 Rue Jean Renou;33192;La Reole;44.5815968;-0.0413168
0670084C;Lycée Polyvalent Jean Rostand;18 Boulevard De La Victoire;67084;Strasbourg;48.5829461;7.7626845
0782540M;Lycée Polyvalent Jean Rostand;66 Rue Fernand Bodet;78200;Mantes La Jolie;48.9979639;1.696681
0931584S;Lycée Polyvalent Jean Rostand;8 Rue Pierre Audat;93420;Villepinte;48.959629;2.545226
0511951U;Lycée Polyvalent Jean Talon;105 Avenue Daniel Simonnot;51037;Chalons En Champagne;48.9551578;4.3400748
0450050K;Lycée Polyvalent Jean Zay;2 Rue Ferdinand Buisson;45044;Orleans;47.9067083;1.9127555
0930833A;Lycée Polyvalent Jean Zay;Avenue Du Marechal Juin;93604;Aulnay Sous Bois;48.93782;2.5057694
0550025D;Lycée Polyvalent Jean-auguste Margueritte;13 Place Commandant Galland;55107;Verdun;49.1563087;5.3904397
0271634E;Lycée Polyvalent Jean-baptiste Decretot;7 Rue De La Gare;27400;Louviers;49.2162353;1.1756759
0782557F;Lycée Polyvalent Jean-baptiste Poquelin;72 Rue Leon Desoyer;78101;St Germain En Laye;48.8995389;2.0856482
0671832C;Lycée Polyvalent Jean-baptiste Schwilgue;1 Rue Du Stade;67604;Selestat;48.2504987;7.3971004
0880036L;Lycée Polyvalent Jean-baptiste Vuillaume;Avenue Graillet;88503;Mirecourt;48.298504;6.132288
0341794R;Lycée Polyvalent Jean-francois Champollion;Avenue De Figuieres;34973;Lattes;43.5876661;3.9306222
0942125Z;Lycée Polyvalent Jean-jacques Rousseau;15 Rue Lebrun;94400;Vitry Sur Seine;48.7828517;2.3819482
0950650R;Lycée Polyvalent Jean-jacques Rousseau;2 Rue J J Rousseau;95200;Sarcelles;48.9938677;2.3821641
0280044W;Lycée Polyvalent Jehan De Beauce;20 Rue Du Commandant Chesne;28000;Chartres;48.4586432;1.4735645
0772276F;Lycée Polyvalent Jehan De Chelles;47 Rue Des Cites;77649;Chelles;48.888756;2.6115193
0420008F;Lycée Polyvalent Jeremie De La Rue;Route De Saint Bonnet;42190;Charlieu;46.167128;4.1718563
0590018Z;Lycée Polyvalent Jesse De Forest;15 Avenue Du Pont Rouge;59363;Avesnes Sur Helpe;50.121543;3.9255446
0941930M;Lycée Polyvalent Johannes Gutenberg;16-18 Rue De Saussure;94000;Creteil;48.7697246;2.4709831
0890005X;Lycée Polyvalent Joseph Fourier;Rue R Poincare;89010;Auxerre;47.79215;3.552682
0312759F;Lycée Polyvalent Joseph Gallieni;79 Route D'espagne;31100;Toulouse;43.573033;1.4243835
0590044C;Lycée Polyvalent Joseph Marie Jacquard;4 Avenue Jean Moulin;59544;Caudry;50.1263865;3.4040061
9720726G;Lycée Polyvalent Joseph Pernock;Le Lorrain;97214;Le Lorrain;0.0;0.0
0681839E;Lycée Polyvalent Joseph Storck (hotelier);Rue Jules Ferry;68504;Guebwiller;47.901203;7.228875
0340028W;Lycée Polyvalent Joseph Vallot;5 Boulevard Gambetta;34702;Lodeve;43.7313632;3.3171287
9720725F;Lycée Polyvalent Joseph Zobel;Quartier Thoraille;97215;Riviere Salee;0.0;0.0
0142131R;Lycée Polyvalent Jules Dumont D'urville;73 Rue De Lebisey;14070;Caen;49.1965539;-0.3548514
0782565P;Lycée Polyvalent Jules Ferry;29 Rue Du Marechal Joffre;78000;Versailles;48.7942841;2.1208585
0340040J;Lycée Polyvalent Jules Guesde;110 Avenue De Lodeve;34060;Montpellier;43.6106065;3.8486836
0250011B;Lycée Polyvalent Jules Haag;1 Rue Labbe;25041;Besancon;47.239422;6.013522
0951756T;Lycée Polyvalent Jules Verne;1 Rue Michel Strogoff;95800;Cergy;49.0528165;2.009558
0710018J;Lycée Polyvalent Julien Wittmer;13 Rue De Champagny;71120;Charolles;46.4353344;4.2731882
0911492C;Lycée Polyvalent L Essouriau;Avenue De Dordogne;91940;Les Ulis;48.6767778;2.1657625
0710026T;Lycée Polyvalent L?on Blum;72 Rue Jean Jaures;71200;Le Creusot;46.8049544;4.4140633
0430003V;Lycée Polyvalent La Fayette;Plateau St Laurent;43103;Brioude;45.295564;3.386482
9720771F;Lycée Polyvalent La Jetee;Route De La Jetee;97240;Le Francois;46.21037;6.15433
0382838D;Lycée Polyvalent La Pleiade;Rue Du Repos;38232;Pont De Cheruy;45.7529419;5.1711019
9741173G;Lycée Polyvalent La Possession;;97419;La Possession;44.6915692;-0.8600616
0380063M;Lycée Polyvalent La Saulaie;La Saulaie;38162;St Marcellin;45.1599563;5.3196875
0772295B;Lycée Polyvalent La Tour Des Dames;Rue De Vilpres;77540;Rozay En Brie;48.6791913;2.9646581
0940113M;Lycée Polyvalent Langevin-wallon;126 Avenue Roger Salengro;94507;Champigny Sur Marne;48.8171426;2.4974266
0772340A;Lycée Polyvalent L'arche Guedon;2 Passage De L'arche Guedon;77200;Torcy;48.8499971;2.6359863
0681768C;Lycée Polyvalent Lavoisier;42 Rue Lavoisier;68200;Mulhouse;47.7536602;7.3250939
0620008X;Lycée Polyvalent Lazare Carnot;21 Boulevard Carnot;62022;Arras;50.2875817;2.77396
0210019G;Lycée Polyvalent Le Castel;22 Rue Daubenton;21033;Dijon;47.3131033;5.0362136
0071397F;Lycée Polyvalent Le Cheylard;Quartier Plaisance;07160;Le Cheylard;44.9113929;4.42675
0762964J;Lycée Polyvalent Le Corbusier;Rue De L'universite;76800;St Etienne Du Rouvray;49.3870486;1.0650878
0721094Y;Lycée Polyvalent Le Mans Sud;128 Rue Henri Champion;72058;Le Mans;47.9831673;0.2336784
0831646N;Lycée Polyvalent Le Muy;Avenue De Vaugrenier;83490;Le Muy;43.4761296;6.5373255
0932282A;Lycée Polyvalent Leo Lagrange;2 Rue Compagnon;93140;Bondy;48.9064253;2.4914471
0941413A;Lycée Polyvalent Leon Blum;5 Rue Jean Gabin;94000;Creteil;48.779746;2.4450351
0061478Z;Lycée Polyvalent Leonard De Vinci;214 Rue Jean Joannon;06633;Antibes;43.6049397;7.0729317
0624141P;Lycée Polyvalent Leonard De Vinci;Rue Pasteur Martin Luther King;62228;Calais;50.9537082;1.8876944
0754475G;Lycée Polyvalent Leonard De Vinci;20 Rue Bourseul;75015;Paris 15;48.8382608;2.3020551
0782556E;Lycée Polyvalent Leonard De Vinci;2 Bd Hector Berlioz;78100;St Germain En Laye;48.8914922;2.0638407
0851390Z;Lycée Polyvalent Leonard De Vinci;Rue Du Fromenteau;85603;Montaigu;46.971961;-1.303299
0911946W;Lycée Polyvalent Leonard De Vinci;1 Place Leonard De Vinci;91240;St Michel Sur Orge;48.6177611;2.3315865
0921230M;Lycée Polyvalent Leonard De Vinci;4 Av Georges Pompidou;92304;Levallois Perret;48.8973095;2.2778034
0781951X;Lycée Polyvalent Leopold Sedar Senghor;Place Pierre Beregovoy;78200;Magnanville;48.96488;1.683672
9740045F;Lycée Polyvalent Les Avirons;;97425;Les Avirons;-21.240637;55.334205
0441552Y;Lycée Polyvalent Les Bourdonnieres;Rue De La Perriere;44265;Nantes;47.186446;-1.517926
0270029K;Lycée Polyvalent Les Fontenelles;Chemin Les Fontenelles;27406;Louviers;49.209294;1.156647
0332832Z;Lycée Polyvalent Les Iris;13 Rue Saint Cricq;33305;Lormont;44.8700168;-0.5322274
0040533H;Lycée Polyvalent Les Iscles;116 Bd Regis Ryckebush;04100;Manosque;43.831469;5.7990491
0211986V;Lycée Polyvalent Les Marcs D'or;24 R Du Fort De La Motte Giron;21006;Dijon;47.3158772;4.9969497
0781860Y;Lycée Polyvalent Les Pierres Vives;1 Rue Des Alouettes;78420;Carrieres Sur Seine;48.913654;2.1725297
0932267J;Lycée Polyvalent Liberte;27 A 39 Rue De La Liberte;93230;Romainville;48.8829412;2.4294153
9740054R;Lycée Polyvalent Lislet Geoffroy;Cite Scolaire Du Butor;97491;St Denis;48.936181;2.357443
0380008C;Lycée Polyvalent L'oiselet;Rue Marion Prolongee;38317;Bourgoin Jallieu;45.597108;5.27212
0701035V;Lycée Polyvalent Louis Aragon;Rue Pierre Mendes France;70400;Hericourt;47.574053;6.761598
0691644M;Lycée Polyvalent Louis Armand;Avenue Du Beaujolais;69651;Villefranche Sur Saone;45.9990616;4.7063263
0751708Z;Lycée Polyvalent Louis Armand;319 321 Rue Lecourbe;75015;Paris 15;48.837404;2.2850709
0951974E;Lycée Polyvalent Louis Armand;32 Rue Stephane Proust;95600;Eaubonne;48.9970012;2.288332
0170051N;Lycée Polyvalent Louis Audouin Dubreuil;Rue Philippe Jeannet;17415;St Jean D Angely;45.951385;-0.526721
0782549X;Lycée Polyvalent Louis Bascan;5 Av Du Gal Leclerc;78513;Rambouillet;48.6410608;1.8245937
0891199V;Lycée Polyvalent Louis Davier;Avenue Moliere;89306;Joigny;47.982086;3.414577
0573227Y;Lycée Polyvalent Louis De Cormontaigne;12 Place Cormontaigne;57010;Metz;49.1243217;6.1633963
0340030Y;Lycée Polyvalent Louis Feuillade;49 Rue Romain Rolland;34402;Lunel;43.6697437;4.1223872
0951763A;Lycée Polyvalent Louis Jouvet;26 Rue De St Prix;95152;Taverny;49.0058062;2.2732907
0740006E;Lycée Polyvalent Louis Lachenal-argonay;335 Route Champ Farcon;74372;Argonay;45.938068;6.132849
0140052F;Lycée Polyvalent Louis Liard;15 Rue Saint Jean;14700;Falaise;48.8949844;-0.1949088
0672615D;Lycée Polyvalent Louis Marchal;2 Route De La Hardt;67125;Molsheim;48.5369628;7.5012312
0922464D;Lycée Polyvalent Louise Michel;11 Boulevard Du Midi;92000;Nanterre;48.8897402;2.193836
0680068E;Lycée Polyvalent Louise Weiss;Route Du Stade;68160;Ste Marie Aux Mines;48.236375;7.1681767
0781950W;Lycée Polyvalent Louise Weiss;201 Avenue Du Gal De Gaulle;78260;Acheres;48.9707469;2.0741265
0750463W;Lycée Polyvalent Lucas De Nehou;4 Rue Des Feuillantines;75005;Paris 05;48.8412988;2.3435246
0932117W;Lycée Polyvalent Lucie Aubrac;51 Rue Victor Hugo;93500;Pantin;48.8937132;2.4096485
0701078S;Lycée Polyvalent Lumiere;33 Ter Rue Grammont;70306;Luxeuil Les Bains;47.8248597;6.377976
9840023C;Lycée Polyvalent Lycée Polyvalent De Taaone;Pirae;98716;Pirae;-17.5353835;-149.5478833
9840407V;Lycée Polyvalent Lycée Tertiaire De Pirae;Pirae;98716;Pirae;-17.5353835;-149.5478833
0570094T;Lycée Polyvalent Mangin;34 Rue Gambetta;57401;Sarrebourg;48.7391327;7.0583227
0342091N;Lycée Polyvalent Marc Bloch;;34500;Beziers;43.344233;3.215795
0070003R;Lycée Polyvalent Marcel Gimond;Boulevard De L'europe;07205;Aubenas;44.619386;4.3808809
0672806L;Lycée Polyvalent Marcel Rudloff;Avenue Francois Mitterrand;67200;Strasbourg;48.5862403;7.6958226
0320015T;Lycée Polyvalent Marechal Lannes;Cite Scolaire 1 Pl Brossolette;32700;Lectoure;43.933604;0.623621
0623902E;Lycée Polyvalent Marguerite Yourcenar;68 Rue Antoine De Saint Exupery;62660;Beuvry;50.51858;2.6641857
0672677W;Lycée Polyvalent Marguerite Yourcenar;Rue Victor Schoelcher;67152;Erstein;48.4227904;7.6499811
0911945V;Lycée Polyvalent Marguerite Yourcenar;62 Rue Des Edouets;91423;Morangis;48.7081491;2.3259431
0342225J;Lycée Polyvalent Marianne;;34000;Montpellier;43.6047275;3.9011747
0911962N;Lycée Polyvalent Marie Laurencin;51 Rue Paul Cezanne;91542;Mennecy;48.5616978;2.4440346
0312746S;Lycée Polyvalent Marie Louise Dissard Francoise;5 Boulevard Alain Savary;31170;Tournefeuille;43.5423773;1.3405506
0730003G;Lycée Polyvalent Marlioz;Chemin Du Lycée;73102;Aix Les Bains;0.0;0.0
0754530S;Lycée Polyvalent Martin Nadaud;23 Rue De La Bidassoa;75020;Paris 20;48.8662003;2.393588
0681882B;Lycée Polyvalent Martin Schongauer;25 Rue Voltaire;68000;Colmar;48.0696475;7.3511399
0941951K;Lycée Polyvalent Marx Dormoy;500 Rue Du Professeur Milliez;94507;Champigny Sur Marne;48.8154449;2.5349215
0875023M;Lycée Polyvalent Maryse Bastie;Rue Louis Amstrong;87000;Limoges;45.8162774;1.2623048
0710010A;Lycée Polyvalent Mathias;3 Place Mathias;71321;Chalon Sur Saone;46.7865371;4.8603337
0580761M;Lycée Polyvalent Maurice Genevoix;51 Route D'avril Sur Loire;58300;Decize;46.8284621;3.441725
0831559U;Lycée Polyvalent Maurice Janetti;Quartier Mirade;83470;St Maximin La Ste Baume;43.452497;5.864004
0932030B;Lycée Polyvalent Maurice Utrillo;152 Rue Jean Durand;93240;Stains;48.9524279;2.3691348
0750502N;Lycée Polyvalent Maximilien Vox-art-dessin;5 Rue Madame;75006;Paris 06;48.8520258;2.3319993
0133406G;Lycée Polyvalent Mediterranee (de La );Qua La Plaine Av Mediterranee;13600;La Ciotat;43.190758;5.611854
9730309Y;Lycée Polyvalent Melkior Garre;Route De Montabo;97305;Cayenne;4.9347066;-52.2954502
0610006A;Lycée Polyvalent Mezeray;6 Place Robert Dugue;61200;Argentan;48.7448047;-0.0151903
0760032X;Lycée Polyvalent Michel Anguier;41 Bis Rue De La Republique;76260;Eu;50.0482297;1.4220286
0740027C;Lycée Polyvalent Mont Blanc Rene Dayve;Rue Rene Dayve;74190;Passy;45.907806;6.708722
0922249V;Lycée Polyvalent Montesquieu;21 Rue Du Capitaine Facq;92350;Le Plessis Robinson;48.7776941;2.2637716
0920136Y;Lycée Polyvalent Newton-enrea;1 Place Jules Verne;92110;Clichy;48.9087541;2.3073035
0442094M;Lycée Polyvalent Nicolas Appert;24 Avenue De La Choliere;44702;Orvault;47.251063;-1.6067232
9720692V;Lycée Polyvalent Nord Atlantique;Boulevard De La Voie Lactee;97230;Ste Marie;14.7787858;-60.9900416
9711082Z;Lycée Polyvalent Nord Grande Terre;Port Louis;97117;Port Louis;47.7107928;-3.3642883
0142133T;Lycée Polyvalent P. S. De Laplace;130 Rue De La Delivrande;14075;Caen;49.1961605;-0.3600384
0910727W;Lycée Polyvalent Parc De Vilgenis;80 Rue De Versailles;91305;Massy;48.7325208;2.257078
0360005K;Lycée Polyvalent Pasteur;12 Boulevard Fr Mitterrand;36300;Le Blanc;48.9090111;2.4475893
0040023D;Lycée Polyvalent Paul Arene;13 Avenue Du Stade;04203;Sisteron;44.1830487;5.9474019
0030026M;Lycée Polyvalent Paul Constans;Rue Christophe Thivrier;03107;Montlucon;46.3359499;2.577509
0940119U;Lycée Polyvalent Paul Doumer;2 Rue Paul Doumer;94170;Le Perreux Sur Marne;48.8336998;2.5088853
0870040W;Lycée Polyvalent Paul Eluard;Bellvue De Glane;87205;St Junien;45.8951323;0.8918402
0930125F;Lycée Polyvalent Paul Eluard;15 Et 17 Avenue Jean Moulin;93206;St Denis;48.941642;2.364800
0391092A;Lycée Polyvalent Paul Emile Victor;625 Avenue De Gottmadingen;39303;Champagnole;46.7427137;5.922959
0130143K;Lycée Polyvalent Paul Langevin;131 Avenue Dr Alexander Fleming;13691;Martigues;43.404811;5.053728
0912163G;Lycée Polyvalent Paul Langevin;Rue Paul Langevin;91706;Ste Genevieve Des Bois;48.6281114;2.3335769
0932229T;Lycée Polyvalent Paul Le Rolland;136 Avenue De Castelnau;93700;Drancy;48.9245764;2.461786
0010034G;Lycée Polyvalent Paul Painleve;13 Place Des Deportes;01108;Oyonnax;46.256308;5.6597797
0750558Z;Lycée Polyvalent Paul Poiret;19 Rue Des Taillandiers;75011;Paris 11;48.8546499;2.3750458
0932073Y;Lycée Polyvalent Paul Robert;2-4 Rue Du Chateau;93260;Les Lilas;48.8834638;2.4213298
0290022S;Lycée Polyvalent Paul Serusier;Av De Waldkappel;29837;Carhaix Plouguer;48.2788842;-3.5441266
0951937P;Lycée Polyvalent Paul-emile Victor;116 Rue De Livilliers;95520;Osny;49.0723746;2.0700655
0382895R;Lycée Polyvalent Philibert Delorme;68 Boulevard Saint Hubert;38081;L Isle D Abeau;45.6224977;5.2225335
0520019N;Lycée Polyvalent Philippe Lebon;11 Rue De Sprendlingen;52301;Joinville;48.4440729;5.1395217
0941975L;Lycée Polyvalent Pierre Brossolette;5 Rue Pierre Brossolette;94270;Le Kremlin Bicetre;48.8150108;2.3595076
0290030A;Lycée Polyvalent Pierre Gueguin;Le Porzou;29182;Concarneau;47.8582636;-3.8778006
9741263E;Lycée Polyvalent Pierre Lagourgue;30 Chemin Mazeau Trois Mares;97430;Le Tampon;-21.25766;55.50818
0020034B;Lycée Polyvalent Pierre Mechain;19 Rue Leo Lagrange;02011;Laon;49.5587989;3.6319641
0133015G;Lycée Polyvalent Pierre Mendes France;Avenue Yitzhak Rabin;13741;Vitrolles;43.448548;5.246601
0580014A;Lycée Polyvalent Pierre-gilles De Gennes;Rue Du Colonel Rabier;58206;Cosne Cours Sur Loire;47.400273;2.92962
9711033W;Lycée Polyvalent Pointe Noire;Grande Plaine;97116;Pointe Noire;-4.1428413;11.8891721
0760054W;Lycée Polyvalent Porte Oceane;44 Rue Emile Zola;76090;Le Havre;49.4885624;0.1055085
6200063Z;Lycée Polyvalent Porto Vecchio;Rte De L'ospedale;20137;Porto Vecchio;41.652522;9.193939
0210003P;Lycée Polyvalent Prieur De La Cote D'or;6 Rue Vauban;21130;Auxonne;47.1947391;5.3866255
9730328U;Lycée Polyvalent Privé A.m.javouhey Cayenne;Cite Des Manguiers;97328;Cayenne;4.9332324;-52.3234507
9720479N;Lycée Polyvalent Privé Adventiste Rama;Cite Scolaire Adventiste Rama;97228;Ste Luce;14.4904216;-60.9530711
0754030Y;Lycée Polyvalent Privé Albert De Mun;2 Rue D'olivet;75007;Paris 07;48.8497255;2.3195956
9720615L;Lycée Polyvalent Privé Amep;183 Route De Redoute;97204;Fort De France;14.6282525;-61.0579894
0430098Y;Lycée Polyvalent Privé Anne Marie Martel;2 Et 9 Rue De Vienne;43002;Le Puy En Velay;45.046138;3.888936
0110670U;Lycée Polyvalent Privé Beausejour;16 Rue Michelet;11108;Narbonne;43.1855901;3.0063747
0490840X;Lycée Polyvalent Privé Bourg Chevreau Ste Anne;7 Rue Du 8 Mai 1945;49504;Segre;47.6814632;-0.8721799
0754029X;Lycée Polyvalent Privé Carcado Saisseval;121 Boulevard Raspail;75006;Paris 06;48.8453132;2.3288349
0754045P;Lycée Polyvalent Privé Catherine Laboure;29 Rue Gassendi;75014;Paris 14;48.8335807;2.3258612
0711896A;Lycée Polyvalent Privé Catholique Chalonnais;3 Rue General Giraud;71100;Chalon Sur Saone;46.7911722;4.8574959
9741255W;Lycée Polyvalent Privé Catholique St Charles;Rue Auguste Babet;97458;St Pierre;-21.33756;55.47994
0762442S;Lycée Polyvalent Privé Daniel Brottier;11 Impasse Du Chateau;76660;Smermesnil;49.8063368;1.4206513
0300112J;Lycée Polyvalent Privé De La Cci;1 Ter Avenue General Leclerc;30020;Nimes;43.832345;4.3683606
0150047V;Lycée Polyvalent Privé De La Communication St Geraud;23 Rue Du College;15013;Aurillac;44.9314468;2.4464301
9830377T;Lycée Polyvalent Privé Do Kamo (asee);15 Bis Rue Taragnat;98800;Noumea;-22.2742559;166.4556316
0711755X;Lycée Polyvalent Privé Du Sacre Coeur;22 Avenue De Charolles;71604;Paray Le Monial;46.4510984;4.124986
0311134P;Lycée Polyvalent Privé Emilie De Rodat;25 Avenue De Lombez;31027;Toulouse;43.5959637;1.4207585
0170100S;Lycée Polyvalent Privé Fenelon Notre-dame;36 Rue Massiou;17005;La Rochelle;46.1652912;-1.1504523
0371184L;Lycée Polyvalent Privé Fontiville;77 Rue De Fontiville;37250;Veigne;47.2973253;0.7387831
0711249X;Lycée Polyvalent Privé Frederic Ozanam;45 Rue De L'heritan;71031;Macon;46.3115653;4.8261909
0951998F;Lycée Polyvalent Privé G A R A C;3 Boulevard Gallieni;95102;Argenteuil;48.9438075;2.2446175
0150760V;Lycée Polyvalent Privé Gerbert;47 Avenue Des Prades;15000;Aurillac;44.9163841;2.4366131
0761359P;Lycée Polyvalent Privé Germaine Coty;86 Rue De Chateaudun;76620;Le Havre;49.5152892;0.1198095
0530068L;Lycée Polyvalent Privé Haute Follis;91 Rue Haute Follis;53000;Laval;48.0740234;-0.7854105
0440119R;Lycée Polyvalent Privé Hotelier Ste Anne;250 Boulevard Laennec;44615;St Nazaire;47.2752568;-2.2350718
0060750H;Lycée Polyvalent Privé Institution St Joseph Carnoles;191 Avenue Aristide Briand;06190;Roquebrune Cap Martin;43.7649927;7.4842023
0350801F;Lycée Polyvalent Privé Jean Paul Ii;2 Rue Antoine De Saint Exupery;35762;St Gregoire;45.5157091;2.3704006
